Products,Prod_id,Cust_id,Sales,Order_Quan,Profit,Shipping_Cost,Product_Base_Margin,Customer_Segment
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_159,533.47,47,-50.21,7.19,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1134,1355.47,49,590.04,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_584,70.55,8,-66.17,11.51,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_943,314.26,39,-71.05,6.28,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1117,212.28,43,-103.22,4.95,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1448,197.36,50,-43.5,2.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1446,68.88,24,1.31,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_237,4901.99,16,1724.68,19.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_237,181.61,44,-150.26,5.34,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_272,136.29,18,-77.28,7.72,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_38,41.18,5,-19.31,7.46,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1265,823.13,41,384.51,1.49,0.35,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1799,113.33,42,-0.4,1.49,0.39,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_1799,878.77,31,373.52,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1799,61.02,19,-71.04,5.44,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1799,109.43,23,21.77,1.49,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1799,182.26,9,60.61,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1696,267.06,10,76.47,2.99,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_242,1751.08,28,587.01,10.29,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1373,15.64,3,-16.01,6.27,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1302,194.35,27,30.88,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1302,145.76,26,5.67,2.99,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1241,37.64,11,7.52,1.49,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1241,136.45,41,-202.08,6.27,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1267,38.37,7,-29,5.74,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1271,372.69,42,-177.03,8.94,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1639,487.98,38,8.1,7.17,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_432,53.93,26,-10.95,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1312,1477.39,40,641.4,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_238,27.99,7,-0.17,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_238,1482.01,46,709.33,1.49,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_189,107.93,23,-68.14,5.34,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_189,261.02,49,-94.05,4.95,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1470,241.81,46,-94.83,4.97,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_832,1398.87,46,601.96,2.99,0.35,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1379,207.92,33,-124.84,6.97,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1379,28.75,1,-14.35,7.27,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1010,825.63,42,379.74,1.49,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1697,55.59,8,-17.95,5.74,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1697,833.51,41,364.99,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_362,11.08,1,-9.69,5.59,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_330,201.74,15,-2.63,7.17,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1761,143.1,23,36.75,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1375,20.21,9,-5.14,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1807,50.19,13,-64.39,6.83,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1807,2393.63,35,524.88,19.99,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1807,232.67,1,-105.14,15.01,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1194,403.17,14,147.45,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_103,26.41,4,-16.53,5.74,0.36,CORPORATE
COPIERS AND FAX,Prod_16,Cust_1194,165.04,10,-66.59,13.18,0.37,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_103,21752.01,25,9296.35,19.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1793,66.33,15,-47.23,5.04,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1793,83.89,12,-29.59,5.48,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1793,1398.87,46,601.96,2.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1209,207.92,33,-124.84,6.97,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1033,28.75,1,-14.35,7.27,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_195,825.63,42,379.74,1.49,0.36,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_284,55.59,8,-17.95,5.74,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_195,833.51,41,364.99,1.49,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_195,11.08,1,-9.69,5.59,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_998,201.74,15,-2.63,7.17,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_458,143.1,23,36.75,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_458,20.21,9,-5.14,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1216,50.19,13,-64.39,6.83,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_782,2393.63,35,524.88,19.99,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_782,232.67,1,-105.14,15.01,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1367,403.17,14,147.45,1.49,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1367,26.41,4,-16.53,5.74,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_728,165.04,10,-66.59,13.18,0.38,SMALL BUSINESS
COMPUTER PERIPHERALS,Prod_8,Cust_249,21752.01,25,9296.35,19.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_275,66.33,15,-47.23,5.04,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1377,83.89,12,-29.59,5.48,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_221,132.31,45,10.91,1.49,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1039,4722.83,27,1749.78,19.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_808,84.09,14,-73.14,7.78,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_808,137.64,13,19.59,2.99,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_309,69.98,12,-58.33,6.98,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1179,464.59,17,168.22,1.49,0.35,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_583,303.97,28,23.3,5.14,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_456,5122.61,17,1784.04,19.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_456,25.52,4,-1.99,1.49,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_456,21.93,8,-37.79,6.05,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_311,142.3,5,-24.18,12.98,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_198,169.61,29,-211.06,9.92,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_596,50.42,10,7.25,1.49,0.38,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_596,1194.34,33,497.11,2.99,0.57,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_258,188.34,36,-110.16,5.74,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_232,6688.66,21,2648.08,19.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_232,199.58,42,46.31,1.49,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_232,110.67,19,-43.75,4.92,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_293,240.6,45,3.45,2.99,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1701,214.62,49,-151.42,5.41,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1701,59.08,22,-2.61,1.49,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1701,505.08,33,-56.91,10.13,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_373,132.96,2,-61.88,10.29,0.37,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_317,15383.7,50,6523.26,19.99,0.38,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_317,554.32,3,-62.13,19.99,0.67,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_317,112.36,33,-159.74,6.27,0.49,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_938,313.83,36,56.78,2.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1524,852.75,29,358.73,1.49,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1524,154.62,27,-118.6,6.98,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_960,24.16,5,8.05,1.49,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_960,887.45,47,365.79,1.49,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1742,82.03,42,-15.56,1.49,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_206,93.05,23,15.27,1.49,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_206,36.4,1,-41.56,12.98,0.35,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1107,398.86,46,-26.45,5.6,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_661,635.59,40,202.83,2.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1296,250.29,8,-9.31,12.62,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1801,151.75,25,-66.24,5.59,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1029,119.51,17,-51.3,6.05,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1029,196.04,13,2.13,7.27,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1162,1882.12,32,584.15,10.29,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1015,197.1,40,-12.88,2.99,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1015,74.34,32,-166.55,6.05,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1195,13.45,1,-8.2,7.78,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1195,3978.02,24,1336.96,19.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_952,736.3,30,259.07,2.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1215,523.42,44,39.42,5.63,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1215,43.26,9,3.9,1.49,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1695,207.42,40,-115.35,5.68,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1695,277.88,36,-64.41,6.16,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1695,216.77,33,-55.11,5.27,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1692,142.94,17,-129.56,11.51,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1692,434.11,37,24.85,5.63,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1299,762.2,50,16.57,8.4,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1299,1876.09,42,809.74,2.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1181,110,3,-24.43,11.63,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1309,281.17,38,-78.37,6.05,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_110,74.25,17,-56.17,5.26,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_110,161.8,44,21.34,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_110,158.97,39,-30.27,2.99,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_120,18.7,3,-14.69,5.83,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_42,3982.21,23,1413.94,19.99,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_855,1935.25,29,652.19,11.55,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_486,2168.05,5,416.02,19.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1698,86.47,17,-9.35,2.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1698,8038.08,50,2821.41,19.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1605,124.78,33,-122.67,5.26,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1183,554.88,34,-145.33,13.18,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1196,309.65,48,-79.81,5.27,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_495,167.07,32,-93.23,5.68,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_533,24.77,4,-17.07,5.68,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1200,8673.9,23,3440.05,19.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1200,1444,48,617.06,2.99,0.35,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_1200,373.48,9,112.06,2.99,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_577,173.7,21,-31.59,6.16,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1488,1811.25,5,203.44,19.99,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1268,1107.64,28,333.17,7.47,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1248,378.9,25,28.46,7.17,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1376,496.15,23,213.38,1.49,0.35,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_582,135.31,23,-49.32,5.01,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_582,24.09,5,-20.23,5.44,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_582,788.85,21,317.53,2.99,0.35,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1548,750.39,23,133.71,11.63,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1705,179.45,35,-116.35,5.63,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_841,158.79,13,1.16,5.63,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_814,1979.47,18,690.27,9.07,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_814,513.08,18,198.94,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1301,431.37,28,-28.67,9.73,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1219,367.11,14,116.8,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1037,204.99,41,-95.99,4.95,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1638,104.89,24,22.84,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1795,78.17,21,-72.7,5.44,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1795,7535.96,46,2745.87,19.99,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1154,926.85,34,382.94,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1154,206.27,30,-54.44,5.48,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1154,514.22,17,187.37,2.99,0.35,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_1369,12073.06,39,5081.87,19.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1222,107.63,15,-29.89,5.48,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1546,1169.26,41,515.62,1.49,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_890,120.98,28,-92.85,5.34,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1190,59.62,10,-56.3,7.78,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1190,611.16,46,100.22,4.98,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1187,41.06,4,-16.39,6.28,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1755,833.51,33,14.2,7.17,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1387,11.08,30,-18.25,5.75,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_233,201.74,29,-8.33,2.99,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1180,143.1,30,1236.36,19.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1177,20.21,29,225.2,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1359,50.19,24,4451.01,19.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1694,2393.63,49,219.04,12.62,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1522,232.67,20,48.76,14.72,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1587,403.17,6,-4.9,1.49,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1522,26.41,42,-150.37,5.47,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_595,165.04,24,2595.18,19.99,0.38,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_595,21752.01,4,232.44,19.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_595,66.33,25,-48.88,6.05,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_787,83.89,30,1443.35,9.07,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_787,132.31,24,-119.62,6.05,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1016,4722.83,8,-44.07,7.78,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_790,84.09,17,1680.92,19.99,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_785,137.64,17,-76.02,6.27,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1266,69.98,35,185.09,12.62,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1274,464.59,22,-73.35,5.83,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1274,303.97,21,28.53,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1274,5122.61,7,12.71,16.11,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1006,226.1,15,-21.85,6.19,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1577,276.3,27,-2.85,2.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_637,546.01,8,107.32,2.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_851,57.28,40,190.53,2.99,0.37,CORPORATE
VENDING MACHINE,Prod_1,Cust_557,4394.78,46,-335.77,35.84,0.66,CORPORATE
VENDING MACHINE,Prod_1,Cust_527,3970.33,27,-229.79,53.48,0.83,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1594,7157.16,28,1150.33,41.91,0.59,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_683,3577.11,34,-1620.41,58.72,0.57,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1115,3645.45,30,-765.5,56.7,0.57,CORPORATE
VENDING MACHINE,Prod_1,Cust_1165,4581.54,34,-614.37,54.74,0.59,CORPORATE
VENDING MACHINE,Prod_1,Cust_1557,3081.33,31,-1341.11,57.38,0.82,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_725,6532.48,38,538.52,35.89,0.56,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_1340,3267.41,18,248.19,35.89,0.58,CORPORATE
VENDING MACHINE,Prod_1,Cust_974,6123.94,22,1292.44,41.91,0.58,CORPORATE
VENDING MACHINE,Prod_1,Cust_927,4684.9,30,-549.27,66.27,0.57,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_927,5677.87,43,-824.09,54.74,0.7,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_66,3000.88,50,-719.17,36.61,0.57,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_122,5748.2,39,-459.86,35.02,0.73,CORPORATE
VENDING MACHINE,Prod_1,Cust_827,4011.65,30,-603.8,54.74,0.57,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_529,6481.95,29,846.23,43.32,0.84,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_491,5510.23,11,915.8,26,0.57,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_1173,4095.76,43,-444.14,42,0.6,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1445,10413.67,30,1099.29,58.92,0.58,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1445,5403.75,16,103.83,58.92,0.78,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1445,5482.18,21,1167.38,24.49,0.57,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1445,3575.23,30,87.88,30,0.8,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1445,4000.35,26,303.39,30,0.59,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_500,5318.89,48,525.15,8.64,0.8,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1781,5176.27,38,-743.45,35,0.66,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1151,6648.58,19,-555.98,99,0.75,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_845,3508.33,21,-546.98,35,0.81,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_864,3711.04,17,-773.78,69.64,0.58,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_517,6717.784,24,1903.1,40.19,0.81,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_477,3075.752,16,-572.69,59.24,0.82,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1817,5441.06,19,-557.2,61.76,0.85,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_532,4644.87,48,-1291.39,60,0.62,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1771,5000.87,41,-593.23,51.94,0.57,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1764,4428.56,18,213.62,54.12,0.6,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_1673,4965.384,48,-175.46,51.94,0.8,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1673,6325.65,45,114.46,28.63,0.81,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_634,3236.8,14,501.69,23.78,0.57,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_681,4073.17,26,376.21,30,0.57,SMALL BUSINESS
